LJ001-0023|ˈænd wəz ˈɪn fˈækt ðə kˈaɪnd əv lˈɛtɚ jˈust ˈɪn ðə mˈɛni splˈɛndɪd mˈɪsəlz , sˈɔltɚz , ˌɛtsˈɛtɚə . , pɹədˈust bˈaɪ pɹˈɪntɪŋ ˈɪn ðə fɪftˈinθ sˈɛnt͡ʃɚi .
LJ001-0024|bˈʌt ðə fˈɚst bˈaɪbəl ˈækt͡ʃəli dˈeɪtɪd wˈɪt͡ʃ ˈɔlsoʊ wəz pɹˈɪntɪd ˈæt mˈeɪnts bˈaɪ pˈitɚ ʃˈoʊfɚ ˈɪn ðə jˈɪɹ fˌɔɹtˈin sˈɪksti tˈu
LJ001-0025|ˈɪmətˌeɪts ə mˈʌt͡ʃ fɹˈiɚ hˈænd , sˈɪmplɚ , ɹˈaʊndɚ , ˈænd lˈɛs spˈaɪki , ˈænd ðˈɛɹfˌɔɹ fˈɑɹ plˈisəntɚ ˈænd ˈiziɚ tə ɹˈid .
LJ001-0026|ˈɔn ðə hˈoʊl ðə tˈaɪp əv ðˈɪs bˈʊk mˈeɪ bˈi kənsˈɪdɚd ðə nˈeɪ plˈʌs ˈʌltɹə əv ɡˈɑθɪk tˈaɪp ,
LJ001-0027|ɪspˈɛʃli ˈæz ɹɪɡˈɑɹdz ðə lˈoʊɚ kˈeɪs lˈɛtɚz ; ˈænd tˈaɪp vˈɛɹi sˈɪmɪlɚ wəz jˈust dˈʊɹɪŋ ðə nˈɛkst fɪftˈin ˈɔɹ twˈɛnti jˈɪɹz nˈɑt ˈoʊnli bˈaɪ ʃˈoʊfɚ ,
LJ001-0028|bˈʌt bˈaɪ pɹˈɪntɚz ˈɪn stɹˈæsbɚɡ , bˈæsəl , pˈɛɹɪs , lˈubˌɛk , ˈænd ˈʌðɚ sˈɪtiz .
LJ001-0029|bˈʌt ðˈoʊ ˈɔn ðə hˈoʊl , ɪksˈɛpt ˈɪn ˈɪtəli , ɡˈɑθɪk lˈɛtɚ wəz mˈoʊst ˈɔftən jˈust
LJ001-0030|ə vˈɛɹi fjˈu jˈɪɹz sˈɔ ðə bˈɚθ əv ɹˈoʊmən kˈɛɹɪktɚ nˈɑt ˈoʊnli ˈɪn ˈɪtəli , bˈʌt ˈɪn d͡ʒˈɚməni ˈænd fɹˈæns .
LJ001-0031|ˈɪn fˌɔɹtˈin sˈɪksti fˈaɪv swˈaɪnhˌaɪm ˈænd pˈænɚts bɪɡˈæn pɹˈɪntɪŋ ˈɪn ðə mˈɑnəstˌɛɹi əv sˈubiəkoʊ nˈɪɹ ɹˈoʊm ,
LJ001-0032|ˈænd jˈust ən ɪksˈidɪŋli bjˈutɪfəl tˈaɪp , wˈɪt͡ʃ ˈɪz ɪndˈid tə lˈʊk ˈæt ə tɹænzˈɪʃən bɪtwˈin ɡˈɑθɪk ˈænd ɹˈoʊmən ,
LJ001-0033|bˈʌt wˈɪt͡ʃ mˈʌst sˈɚtənli hˈæv kˈʌm fɹˈʌm ðə stˈʌdi əv ðə twˈɛlfθ ˈɔɹ ˈivən ðə ɪlˈɛvənθ sˈɛnt͡ʃɚi ˈɛm ˈɛs ˈɛs .
LJ001-0034|ðˈeɪ pɹˈɪntɪd vˈɛɹi fjˈu bˈʊks ˈɪn ðˈɪs tˈaɪp , θɹˈi ˈoʊnli ; bˈʌt ˈɪn ðˈɛɹ vˈɛɹi fˈɚst bˈʊks ˈɪn ɹˈoʊm , bɪɡˈɪnɪŋ wˈɪθ ðə jˈɪɹ fˌɔɹtˈin sˈɪksti ˈeɪt ,
LJ001-0035|ðˈeɪ dɪskˈɑɹdɪd ðˈɪs fɚ ə mˈɔɹ kəmplˈitli ɹˈoʊmən ˈænd fˈɑɹ lˈɛs bjˈutɪfəl lˈɛtɚ .
LJ001-0036|bˈʌt əbˈaʊt ðə sˈeɪm jˈɪɹ mˈɛntələn ˈæt stɹˈæsbɚɡ bɪɡˈæn tə pɹˈɪnt ˈɪn ə tˈaɪp wˈɪt͡ʃ ˈɪz dɪstˈɪŋktli ɹˈoʊmən ;
LJ001-0037|ˈænd ðə nˈɛkst jˈɪɹ ɡˈʌnθɚ zˈaɪnɚ ˈæt ˈɔɡzbɚɡ fˈɑloʊd sˈut ;
LJ001-0038|wˈaɪl ˈɪn fˌɔɹtˈin sˈɛvənti ˈæt pˈɛɹɪs jˈudəlɹɪk ɡˈɪɹɪŋ ˈænd hˈɪz əsˈoʊʃiɪts tˈɚnd ˈaʊt ðə fˈɚst bˈʊks pɹˈɪntɪd ˈɪn fɹˈæns , ˈɔlsoʊ ˈɪn ɹˈoʊmən kˈɛɹɪktɚ .
LJ001-0039|ðə ɹˈoʊmən tˈaɪp əv ˈɔl ðˈiz pɹˈɪntɚz ˈɪz sˈɪmɪlɚ ˈɪn kˈɛɹɪktɚ ,
LJ001-0040|ˈænd ˈɪz vˈɛɹi sˈɪmpəl ˈænd lˈɛd͡ʒəbəl , ˈænd ʌnˈæfˈɛktˈɛdli dɪzˈaɪnd fɚ jˈus ; bˈʌt ˈɪt ˈɪz bˈaɪ nˈoʊ mˈinz wɪðˈaʊt bjˈuti .
LJ001-0041|ˈɪt mˈʌst bˈi sˈɛd ðˈæt ˈɪt ˈɪz ˈɪn nˈoʊ wˈeɪ lˈaɪk ðə tɹænzˈɪʃən tˈaɪp əv sˈubiəkoʊ ,
LJ001-0042|ˈænd ðˈoʊ mˈɔɹ ɹˈoʊmən ðən ðˈæt , jˈɛt skˈɛɹsli mˈɔɹ lˈaɪk ðə kəmplˈit ɹˈoʊmən tˈaɪp əv ðə ˈɚliɪst pɹˈɪntɚz əv ɹˈoʊm .
LJ001-0043|ə fˈɚðɚ dɪvˈɛləpmənt əv ðə ɹˈoʊmən lˈɛtɚ tˈʊk plˈeɪs ˈæt vˈɛnɪs .
LJ001-0044|d͡ʒˈɑn əv spˈaɪɚz ˈænd hˈɪz bɹˈʌðɚ vˈɪndəlɪn , fˈɑloʊd bˈaɪ nˈɪkələs d͡ʒˈɛnsən , bɪɡˈæn tə pɹˈɪnt ˈɪn ðˈæt sˈɪti ,
LJ001-0045|fˌɔɹtˈin sˈɪksti nˈaɪn , fˌɔɹtˈin sˈɛvənti ;
LJ001-0046|ðˈɛɹ tˈaɪp ˈɪz ˈɔn ðə lˈaɪnz əv ðə d͡ʒˈɚmən ˈænd fɹˈɛnt͡ʃ ɹˈæðɚ ðən əv ðə ɹˈoʊmən pɹˈɪntɚz .
LJ001-0047|əv d͡ʒˈɛnsən ˈɪt mˈʌst bˈi sˈɛd ðˈæt hˈi kˈɛɹid ðə dɪvˈɛləpmənt əv ɹˈoʊmən tˈaɪp ˈæz fˈɑɹ ˈæz ˈɪt kən ɡˈoʊ :
LJ001-0048|hˈɪz lˈɛtɚ ˈɪz ˈædmɚəbli klˈɪɹ ˈænd ɹˈɛɡjəlɚ , bˈʌt ˈæt lˈist ˈæz bjˈutɪfəl ˈæz ˈɛni ˈʌðɚ ɹˈoʊmən tˈaɪp .
LJ001-0049|ˈæftɚ hˈɪz dˈɛθ ˈɪn ðə fˌɔɹtˈin ˈeɪtiz , ˈɔɹ ˈæt lˈist bˈaɪ fˌɔɹtˈin nˈaɪnti , pɹˈɪntɪŋ ˈɪn vˈɛnɪs hˈæd dɪklˈaɪnd vˈɛɹi mˈʌt͡ʃ ;
LJ001-0050|ˈænd ðˈoʊ ðə fˈeɪməs fˈæmɪli əv ˈɑldʌs ɹɪstˈɔɹd ˈɪts tˈɛknɪkəl ˈɛksələns , ɹɪd͡ʒˈɛktɪŋ bˈætɚd lˈɛtɚz ,
LJ001-0051|ˈænd pˈeɪɪŋ ɡɹˈeɪt ətˈɛnʃən tə ðə pɹˈɛs wˈɚk ˈɔɹ ˈækt͡ʃuəl pɹˈɑsˌɛs əv pɹˈɪntɪŋ ,
LJ001-0052|jˈɛt ðˈɛɹ tˈaɪp ˈɪz ɑɹtˈɪstɪkli ˈɔn ə mˈʌt͡ʃ lˈoʊɚ lˈɛvəl ðən d͡ʒˈɛnsənz , ˈænd ˈɪn fˈækt
LJ001-0053|ðˈeɪ mˈʌst bˈi kənsˈɪdɚd tə hˈæv ˈɛndɪd ðə ˈeɪd͡ʒ əv fˈaɪn pɹˈɪntɪŋ ˈɪn ˈɪtəli .
LJ001-0054|d͡ʒˈɛnsən , hˌaʊˈɛvɚ , hˈæd mˈɛni kəntˈɛmpɚˌɛɹiz hˈu jˈust bjˈutɪfəl tˈaɪp ,
LJ001-0055|sˈʌm əv wˈɪt͡ʃ ˈæz , ˈi d͡ʒˈi , ðˈæt əv d͡ʒəkˈoʊbəs ɹˈubs ˈɔɹ ʒˈɑk lə ɹˈuʒ ˈɪz skˈɛɹsli dɪstˈɪŋɡwɪʃəbəl fɹˈʌm hˈɪz .
LJ001-0056|ˈɪt wəz ðˈiz ɡɹˈeɪt vənˈiʃən pɹˈɪntɚz , təɡˈɛðɚ wˈɪθ ðˈɛɹ bɹˈɛðɹən əv ɹˈoʊm , mɪlˈɑn ,
LJ001-0057|pˈɑɹmə , ˈænd wˈʌn ˈɔɹ tˈu ˈʌðɚ sˈɪtiz , hˈu pɹədˈust ðə splˈɛndɪd ɪdˈɪʃənz əv ðə klˈæsɪks , wˈɪt͡ʃ ˈɑɹ wˈʌn əv ðə ɡɹˈeɪt ɡlˈɔɹiz əv ðə pɹˈɪntɚz ˈɑɹt ,
LJ001-0058|ˈænd ˈɑɹ wˈɚði ɹˌɛpɹɪzˈɛntɪtɪvz əv ðə ˈiɡɚ ɪnθˈuziˌæzəm fɚ ðə ɹɪvˈaɪvd lˈɚnɪŋ əv ðˈæt ˈɛpək . bˈaɪ fˈɑɹ ,
LJ001-0059|ðə ɡɹˈeɪtɚ pˈɑɹt əv ðˈiz ɪtˈæliən pɹˈɪntɚz , ˈɪt ʃˈʊd bˈi mˈɛnʃənd , wɚ d͡ʒˈɚmənz ˈɔɹ fɹˈɛnt͡ʃmɛn , wˈɚkɪŋ ˈʌndɚ ðə ˈɪnfluəns əv ɪtˈæliən əpˈɪnjən ˈænd ˈeɪmz .
LJ001-0060|ˈɪt mˈʌst bˈi ˌʌndɚstˈʊd ðˈæt θɹˈu ðə hˈoʊl əv ðə fɪftˈinθ ˈænd ðə fˈɚst kwˈɔɹtɚ əv ðə sˈɪkstˈinθ sˈɛnt͡ʃɚiz
LJ001-0061|ðə ɹˈoʊmən lˈɛtɚ wəz jˈust sˈaɪd bˈaɪ sˈaɪd wˈɪθ ðə ɡˈɑθɪk .
LJ001-0062|ˈivən ˈɪn ˈɪtəli mˈoʊst əv ðə θˌiəlˈɑd͡ʒɪkəl ˈænd lˈɔ bˈʊks wɚ pɹˈɪntɪd ˈɪn ɡˈɑθɪk lˈɛtɚ ,
LJ001-0063|wˈɪt͡ʃ wəz d͡ʒˈɛnɚəli mˈɔɹ fˈɔɹməli ɡˈɑθɪk ðən ðə pɹˈɪntɪŋ əv ðə d͡ʒˈɚmən wˈɚkmɪn ,
LJ001-0064|mˈɛni əv hˈuz tˈaɪps , ɪndˈid , lˈaɪk ðˈæt əv ðə sˈubiəkoʊ wˈɚks , ˈɑɹ əv ə tɹænzˈɪʃənəl kˈɛɹɪktɚ .
LJ001-0065|ðˈɪs wəz nˈoʊtəbli ðə kˈeɪs wˈɪθ ðə ˈɚli wˈɚks pɹˈɪntɪd ˈæt ˈʌlm , ˈænd ˈɪn ə sˈʌmwˈʌt lˈɛsɚ dɪɡɹˈi ˈæt ˈɔɡzbɚɡ .
LJ001-0066|ˈɪn fˈækt ɡˈʌnθɚ zˈaɪnɚz fˈɚst tˈaɪp ˈæftɚwɚdz jˈust bˈaɪ ʃˈʌslɚ ˈɪz ɹɪmˈɑɹkəbli lˈaɪk ðə tˈaɪp əv ðə bɪfˈɔɹ mˈɛnʃənd sˈubiəkoʊ bˈʊks .
LJ001-0067|ˈɪn ðə lˈoʊ kˈʌntɹiz ˈænd kəlˈoʊn , wˈɪt͡ʃ wɚ vˈɛɹi fˈɚtəl əv pɹˈɪntɪd bˈʊks , ɡˈɑθɪk wəz ðə fˈeɪvɚɪt .
LJ001-0068|ðə kˌɛɹɪktɚˈɪstɪk dˈʌt͡ʃ tˈaɪp , ˈæz ɹˌɛpɹɪzˈɛntɪd bˈaɪ ðə ˈɛksələnt pɹˈɪntɚ d͡ʒɚˈɑɹd lˈi , ˈɪz vˈɛɹi pɹənˈaʊnst ˈænd ʌŋkˈɑmpɹəmaɪzɪŋ ɡˈɑθɪk .
LJ001-0069|ðˈɪs tˈaɪp wəz ˌɪntɹoʊdˈust ˈɪntu ˈɪŋɡlənd bˈaɪ wˈɪŋkin də wˈɔɹd , kˈækstənz səksˈɛsɚ ,
LJ001-0070|ˈænd wəz jˈust ðˈɛɹ wˈɪθ vˈɛɹi lˈɪtəl vˌɛɹiˈeɪʃən ˈɔl θɹˈu ðə sˈɪkstˈinθ ˈænd sˈɛvəntˈinθ sˈɛnt͡ʃɚiz , ˈænd ɪndˈid ˈɪntu ðə eɪtˈinθ .
LJ001-0071|mˈoʊst əv kˈækstənz ˈoʊn tˈaɪps ˈɑɹ əv ən ˈɚliɚ kˈɛɹɪktɚ , ðˈoʊ ðˈeɪ ˈɔlsoʊ mˈʌt͡ʃ ɹɪzˈɛmbəl flˈɛmɪʃ ˈɔɹ kəlˈoʊn lˈɛtɚ .
LJ001-0072|ˈæftɚ ðə ˈɛnd əv ðə fɪftˈinθ sˈɛnt͡ʃɚi ðə dˌɛɡɹədˈeɪʃən əv pɹˈɪntɪŋ , ɪspˈɛʃli ˈɪn d͡ʒˈɚməni ˈænd ˈɪtəli ,
LJ001-0073|wˈɛnt ˈɔn əpˈeɪs ; ˈænd bˈaɪ ðə ˈɛnd əv ðə sˈɪkstˈinθ sˈɛnt͡ʃɚi ðˈɛɹ wəz nˈoʊ ɹˈɪli bjˈutɪfəl pɹˈɪntɪŋ dˈʌn :
LJ001-0074|ðə bˈɛst , mˈoʊstli fɹˈɛnt͡ʃ ˈɔɹ lˈoʊ kˈʌntɹi , wəz nˈit ˈænd klˈɪɹ , bˈʌt wɪðˈaʊt ˈɛni dɪstˈɪŋkʃən ;
LJ001-0075|ðə wˈɚst , wˈɪt͡ʃ pɚhˈæps wəz ðə ˈɪŋɡlɪʃ , wəz ə tˈɛɹɪbəl fˈɔlɪŋ ˈɔf fɹˈʌm ðə wˈɚk əv ðə ˈɚliɚ pɹˈɛsɪz ;
LJ001-0076|ˈænd θˈɪŋz ɡˈɑt wˈɚs ˈænd wˈɚs θɹˈu ðə hˈoʊl əv ðə sˈɛvəntˈinθ sˈɛnt͡ʃɚi , sˈoʊ ðˈæt ˈɪn ðə eɪtˈinθ pɹˈɪntɪŋ wəz vˈɛɹi mˈɪzɚəbli pɚfˈɔɹmd .
LJ001-0077|ˈɪn ˈɪŋɡlənd əbˈaʊt ðˈɪs tˈaɪm , ən ətˈɛmpt wəz mˈeɪd nˈoʊtəbli bˈaɪ kˈæslən , hˈu stˈɑɹtɪd bˈɪznɪs ˈɪn lˈʌndən ˈæz ə tˈaɪp fˈaʊndɚ ˈɪn sˈɛvəntˈin twˈɛnti
LJ001-0078|tə ɪmpɹˈuv ðə lˈɛtɚ ˈɪn fˈɔɹm .
LJ001-0079|kˈæslənz tˈaɪp ˈɪz klˈɪɹ ˈænd nˈit , ˈænd fˈɛɹli wˈɛl dɪzˈaɪnd ;
LJ001-0080|hˈi sˈimz tə hˈæv tˈeɪkən ðə lˈɛtɚ əv ðə ˈɛlzɪvˈɚz əv ðə sˈɛvəntˈinθ sˈɛnt͡ʃɚi fɚ hˈɪz mˈɑdəl :
LJ001-0081|tˈaɪp kˈæst fɹˈʌm hˈɪz mˈeɪtɹɪsˌiz ˈɪz stˈɪl ˈɪn ˈɛvɹidˈeɪ jˈus .
LJ001-0082|ˈɪn spˈaɪt , hˌaʊˈɛvɚ , əv hˈɪz pɹˈeɪzwˌɚði ˈɛfɚts , pɹˈɪntɪŋ hˈæd stˈɪl wˈʌn lˈæst dˌɛɡɹədˈeɪʃən tə ˌʌndɚɡˈoʊ .
LJ001-0083|ðə sˈɛvəntˈinθ sˈɛnt͡ʃɚi fˈaʊnts wɚ bˈæd ɹˈæðɚ nˈɛɡɪtɪvli ðən pˈɑzɪtɪvli .
LJ001-0084|bˈʌt fɚ ðə bjˈuti əv ðə ˈɚliɚ wˈɚk ðˈeɪ mˈaɪt hˈæv sˈimd tˈɑlɚəbəl .
LJ001-0085|ˈɪt wəz ɹɪzˈɚvd fɚ ðə fˈaʊndɚz əv ðə lˈeɪtɚ eɪtˈinθ sˈɛnt͡ʃɚi tə pɹədˈus lˈɛtɚz wˈɪt͡ʃ ˈɑɹ pˈɑzɪtɪvli ˈʌɡli , ˈænd wˈɪt͡ʃ , ˈɪt mˈeɪ bˈi ˈædɪd ,
LJ001-0086|ˈɑɹ dˈæzlɪŋ ˈænd ʌnplˈɛzənt tə ðə ˈaɪ ˈoʊɪŋ tə ðə klˈʌmzi θˈɪkənɪŋ ˈænd vˈʌlɡɚ θˈɪnɪŋ əv ðə lˈaɪnz :
LJ001-0087|fɚ ðə sˈɛvəntˈinθ sˈɛnt͡ʃɚi lˈɛtɚz ˈɑɹ ˈæt lˈist pjˈʊɹ ˈænd sˈɪmpəl ˈɪn lˈaɪn . ðə ɪtˈæliən , bˈoʊdəni , ˈænd ðə fɹˈɛnt͡ʃmæn , dɪdət ,
LJ001-0088|wɚ ðə lˈidɚz ˈɪn ðˈɪs lˈʌkləs t͡ʃˈeɪnd͡ʒ , ðˈoʊ ˈaʊɚ ˈoʊn bˈæskɚvˌɪl , hˈu wəz ˈæt wˈɚk sˈʌm jˈɪɹz bɪfˈɔɹ ðˈɛm , wˈɛnt mˈʌt͡ʃ ˈɔn ðə sˈeɪm lˈaɪnz ;
LJ001-0089|bˈʌt hˈɪz lˈɛtɚz , ðˈoʊ ʌnˈɪntɹəstɪŋ ˈænd pˈʊɹ , ˈɑɹ nˈɑt nˈɪɹli sˈoʊ ɡɹˈoʊs ˈænd vˈʌlɡɚ ˈæz ðˈoʊz əv ˈiðɚ ðə ɪtˈæliən ˈɔɹ ðə fɹˈɛnt͡ʃmæn .
LJ001-0090|wˈɪθ ðˈɪs t͡ʃˈeɪnd͡ʒ ðə ˈɑɹt əv pɹˈɪntɪŋ tˈʌt͡ʃt bˈɑtəm ,
LJ001-0091|sˈoʊ fˈɑɹ ˈæz fˈaɪn pɹˈɪntɪŋ ˈɪz kənsˈɚnd , ðˈoʊ pˈeɪpɚ dˈɪd nˈɑt ɡˈɛt tə ˈɪts wˈɚst tˈɪl əbˈaʊt eɪtˈin fˈɔɹti .
LJ001-0092|ðə t͡ʃˈɪzwɪk pɹˈɛs ˈɪn eɪtˈin fˈɔɹti fˈɔɹ ɹɪvˈaɪvd kˈæslənz fˈaʊnts , pɹˈɪntɪŋ fɚ mˈɛsɚz . lˈɔŋmən ðə dˈaɪɚi əv lˈeɪdi wˈɪləbi .
LJ001-0093|ðˈɪs ɪkspˈɛɹɪmənt wəz sˈoʊ fˈɑɹ səksˈɛsfəl ðˈæt əbˈaʊt eɪtˈin fˈɪfti mˈɛsɚz . mˈɪlɚ ˈænd ɹˈɪt͡ʃɚd əv ˈɛdənbɚoʊ
LJ001-0094|wɚ ɪndˈust tə kˈʌt pˈʌnt͡ʃɪz fɚ ə sˈɪɹiz əv ˈoʊld stˈaɪl lˈɛtɚz .
LJ001-0095|ðˈiz ˈænd sˈɪmɪlɚ fˈaʊnts , kˈæst bˈaɪ ðə əbˈʌv fˈɚm ˈænd ˈʌðɚz ,
LJ001-0096|hˈæv nˈaʊ kˈʌm ˈɪntu d͡ʒˈɛnɚəl jˈus ˈænd ˈɑɹ ˈɑbviəsli ə ɡɹˈeɪt ɪmpɹˈuvmənt ˈɔn ðə ˈɔɹdɪnˌɛɹi mˈɑdɚn stˈaɪl ˈɪn jˈus ˈɪn ˈɪŋɡlənd , wˈɪt͡ʃ ˈɪz ˈɪn fˈækt ðə bˈoʊdəni tˈaɪp
LJ001-0097|ə lˈɪtəl ɹɪdˈust ˈɪn ˈʌɡlinəs . ðə dɪzˈaɪn əv ðə lˈɛtɚz əv ðˈɪs mˈɑdɚn ˈoʊld stˈaɪl lˈivz ə ɡˈʊd dˈil tə bˈi dɪzˈaɪɚd ,
LJ001-0098|ˈænd ðə hˈoʊl ɪfˈɛkt ˈɪz ə lˈɪtəl tˈu ɡɹˈeɪ , ˈoʊɪŋ tə ðə θˈɪnnəs əv ðə lˈɛtɚz .
LJ001-0099|ˈɪt mˈʌst bˈi ɹɪmˈɛmbɚd , hˌaʊˈɛvɚ , ðˈæt mˈoʊst mˈɑdɚn pɹˈɪntɪŋ ˈɪz dˈʌn bˈaɪ məʃˈinɚi ˈɔn sˈɔft pˈeɪpɚ , ˈænd nˈɑt bˈaɪ ðə hˈænd pɹˈɛs ,
LJ001-0100|ˈænd ðˈiz sˈʌmwˈʌt wˈɪɹi lˈɛtɚz ˈɑɹ sˈutəbəl fɚ ðə məʃˈin pɹˈɑsˌɛs , wˈɪt͡ʃ wˈʊd nˈɑt dˈu d͡ʒˈʌstɪs tə lˈɛtɚz əv mˈɔɹ d͡ʒˈɛnɚəs dɪzˈaɪn .
