LJ001-0098|and the whole effect is a little too gray, owing to the thinness of the letters.
LJ001-0099|it must be remembered, however, that most modern printing is done by machinery on soft paper, and not by the hand press,
LJ001-0100|and these somewhat wiry letters are suitable for the machine process, which would not do justice to letters of more generous design.
LJ001-0101|it is discouraging to note that the improvement of the last fifty years is almost wholly confined to great britain.
LJ001-0102|here and there a book is printed in france or germany with some pretension to good taste,
LJ001-0103|but the general revival of the old forms has made no way in those countries.
LJ001-0104|italy is contentedly stagnant.
LJ001-0105|america has produced a good many showy books, the typography, paper, and illustrations of which are, however, all wrong,
LJ001-0106|oddity rather than rational beauty and meaning being apparently the thing sought for both in the letters and the illustrations.
LJ001-0107|to say a few words on the principles of design in typography:
LJ001-0108|it is obvious that legibility is the first thing to be aimed at in the forms of the letters;
LJ001-0109|this is best furthered by the avoidance of irrational swellings and spiky projections, and by the using of careful purity of line.
LJ001-0110|even the caslon type when enlarged shows great shortcomings in this respect:
LJ001-0111|the ends of many of the letters such as the t and e are hooked up in a vulgar and meaningless way,
LJ001-0112|instead of ending in the sharp and clear stroke of jenson's letters;
LJ001-0113|there is a grossness in the upper finishings of letters like the c, the a, and so on,
LJ001-0114|an ugly pear-shaped swelling defacing the form of the letter:
LJ001-0115|in short, it happens to this craft, as to others, that the utilitarian practice, though it professes to avoid ornament,
LJ001-0116|still clings to a foolish, because misunderstood conventionality, deduced from what was once ornament, and is by no means useful;
LJ001-0117|which title can only be claimed by artistic practice, whether the art in it be conscious or unconscious.
LJ001-0118|in no characters is the contrast between the ugly and vulgar illegibility of the modern type
LJ001-0119|and the elegance and legibility of the ancient more striking than in the arabic numerals.
LJ001-0120|in the old print each figure has its definite individuality, and one cannot be mistaken for the other;
LJ001-0121|in reading the modern figures the eyes must be strained before the reader can have any reasonable assurance
LJ001-0122|that he has a five, an eight, or a three before him, unless the press work is of the best:
LJ001-0123|this is awkward if you have to read bradshaw's guide in a hurry.
LJ001-0124|one of the differences between the fine type and the utilitarian must probably be put down to a misapprehension of a commercial necessity:
LJ001-0125|this is the narrowing of the modern letters.
LJ001-0126|most of jenson's letters are designed within a square,
LJ001-0127|the modern letters are narrowed by a third or thereabout; but while this gain of space very much hampers the possibility of beauty of design,
LJ001-0128|it is not a real gain, for the modern printer throws the gain away by putting inordinately wide spaces between his lines, which, probably,
LJ001-0129|the lateral compression of his letters renders necessary.
LJ001-0130|commercialism again compels the use of type too small in size to be comfortable reading:
LJ001-0131|the size known as "long primer" ought to be the smallest size used in a book meant to be read.
LJ001-0132|here, again, if the practice of "leading" were retrenched larger type could be used without enhancing the price of a book.
LJ001-0133|one very important matter in "setting up" for fine printing is the "spacing," that is, the lateral distance of words from one another.
LJ001-0134|in good printing the spaces between the words should be as near as possible equal
LJ001-0135|it is impossible that they should be quite equal except in lines of poetry
LJ001-0136|modern printers understand this, but it is only practiced in the very best establishments.
LJ001-0137|but another point which they should attend to they almost always disregard;
LJ001-0138|this is the tendency to the formation of ugly meandering white lines or "rivers" in the page
LJ001-0139|a blemish which can be nearly, though not wholly, avoided by care and forethought
LJ001-0140|the desirable thing being "the breaking of the line" as in bonding masonry or brickwork
LJ001-0141|the general solidity of a page is much to be sought for
LJ001-0142|modern printers generally overdo the "whites" in the spacing, a defect probably forced on them by the characterless quality of the letters.
LJ001-0143|for where these are boldly and carefully designed, and each letter is thoroughly individual in form,
LJ001-0144|the words may be set much closer together, without loss of clearness.
LJ001-0145|no definite rules, however, except the avoidance of "rivers" and excess of white, can be given for the spacing,
LJ001-0146|which requires the constant exercise of judgment and taste on the part of the printer.
LJ001-0147|the position of the page on the paper should be considered if the book is to have a satisfactory look.
LJ001-0148|here once more the almost invariable modern practice is in opposition to a natural sense of proportion.
LJ001-0149|from the time when books first took their present shape till the end of the sixteenth century, or indeed later,
LJ001-0150|the page so lay on the paper that there was more space allowed to the bottom and fore margin than to the top and back of the paper,
LJ001-0151|the unit of the book being looked on as the two pages forming an opening.
LJ001-0152|the modern printer, in the teeth of the evidence given by his own eyes, considers the single page as the unit, and prints the page in the middle of his paper
LJ001-0153|only nominally so, however, in many cases, since when he uses a headline he counts that in,
LJ001-0154|the result as measured by the eye being that the lower margin is less than the top one, and that the whole opening has an upside-down look vertically
LJ001-0155|and that laterally the page looks as if it were being driven off the paper.
LJ001-0156|the paper on which the printing is to be done is a necessary part of our subject:
LJ001-0157|of this it may be said that though there is some good paper made now,
LJ001-0158|it is never used except for very expensive books, although it would not materially increase the cost in all but the very cheapest.
LJ001-0159|the paper that is used for ordinary books is exceedingly bad even in this country, but is beaten in the race for vileness
LJ001-0160|by that made in america, which is the worst conceivable.
LJ001-0161|there seems to be no reason why ordinary paper should not be better made,
LJ001-0162|even allowing the necessity for a very low price; but any improvement must be based on showing openly that the cheap article is cheap,
LJ001-0163|e.g. the cheap paper should not sacrifice toughness and durability to a smooth and white surface,
LJ001-0164|which should be indications of a delicacy of material and manufacture which would of necessity increase its cost.
LJ001-0165|one fruitful source of badness in paper
LJ001-0166|is the habit that publishers have of eking out a thin volume by printing it on thick paper almost of the substance of cardboard,
LJ001-0167|a device which deceives nobody, and makes a book very unpleasant to read.
LJ001-0168|on the whole, a small book should be printed on paper which is as thin as may be without being transparent.
LJ001-0169|the paper used for printing the small highly ornamented french service-books about the beginning of the sixteenth century is a model in this respect,
LJ001-0170|being thin, tough, and opaque.
LJ001-0171|however, the fact must not be blinked that machine-made paper cannot in the nature of things be made of so good a texture as that made by hand.
LJ001-0172|the ornamentation of printed books is too wide a subject to be dealt with fully here; but one thing must be said on it.
LJ001-0173|the essential point to be remembered is that the ornament, whatever it is, whether picture or pattern-work, should form part of the page,
LJ001-0174|should be a part of the whole scheme of the book.
LJ001-0175|simple as this proposition is, it is necessary to be stated,
LJ001-0176|because the modern practice is to disregard the relation between the printing and the ornament altogether,
LJ001-0177|so that if the two are helpful to one another it is a mere matter of accident.
LJ001-0178|the due relation of letter to pictures and other ornament was thoroughly understood by the old printers; so that
LJ001-0179|even when the woodcuts are very rude indeed,
LJ001-0180|the proportions of the page still give pleasure by the sense of richness that the cuts and letter together convey.
LJ001-0181|when, as is most often the case, there is actual beauty in the cuts,
LJ001-0182|the books so ornamented are amongst the most delightful works of art that have ever been produced.
LJ001-0183|therefore, granted well-designed type, due spacing of the lines and words, and proper position of the page on the paper,
LJ001-0184|all books might be at least comely and well-looking: and if to these good qualities were added really beautiful ornament and pictures,
LJ001-0185|printed books might once again illustrate to the full
LJ001-0186|the position of our society that a work of utility might be also a work of art, if we cared to make it so.
LJ002-0001|the chronicles of newgate, volume two. by arthur griffiths. section four: newgate down to eighteen eighteen.
LJ002-0002|under the conditions referred to in the previous chapter,
LJ002-0003|with criminals and misdemeanants of all shades crowding perpetually into its narrow limits, the latter state of newgate was worse than the first.
LJ002-0004|the new jail fell as far short of the demands made on it as did the old.
LJ002-0005|the prison population fluctuated a great deal,
LJ002-0006|but it was almost always in excess of the accommodation available, and there were times when the place was full to overflowing.
LJ002-0007|neild gives some figures which well illustrate this.
LJ002-0008|on the fourteenth june, eighteen hundred, there were one hundred ninety-nine debtors and two hundred eighty-nine felons in the prison.
LJ002-0009|on the twenty-seventh april, in the following year,
LJ002-0010|these numbers had risen to two hundred seventy-five and three hundred seventy-five respectively, or six hundred fifty in all.
LJ002-0011|for two more years these high figures were steadily maintained, and in eighteen oh three the total rose to seven hundred ten.
LJ002-0012|after that they fell as steadily,
LJ002-0013|till, eighteen oh eight, the lowest point was touched of one hundred ninety-seven debtors and one hundred eighty-two felons, or three hundred seventy-nine in all.
LJ002-0014|the numbers soon increased, however, and by eighteen eleven had again risen to six hundred twenty-nine; and mister neild was told that there had been at one time
LJ002-0015|three hundred debtors and nine hundred criminals in newgate, or twelve hundred prisoners in all.
LJ002-0016|previous to that date there had been seven hundred or eight hundred frequently, and once, in mister akerman's time, one thousand.
LJ002-0017|trustworthy evidence is forthcoming to the effect that these high figures were constantly maintained for many months at a time.
LJ002-0018|the inadequacy of the jail was noticed and reported upon again and again by the grand juries of the city of london,
LJ002-0019|who seldom let a session go by without visiting newgate.
LJ002-0020|in eighteen thirteen
LJ002-0021|the grand jury made a special presentment to the court of common council, pointing out that on the debtors' side, which was intended for only one hundred,
LJ002-0022|no less than three hundred forty were crowded, to the great inconvenience and danger of the inmates.
LJ002-0023|on the female side matters were much worse;
LJ002-0024|quote. the apartments set apart for them, being built to accommodate sixty persons, now contain about one hundred twenty. end quote.
LJ002-0025|returns laid before the house of commons showed that six thousand, four hundred thirty-nine persons had been committed to newgate
LJ002-0026|in the three years between eighteen thirteen and eighteen sixteen,
LJ002-0027|and this number did not include the debtors, a numerous class, who were still committed to newgate pending the completion of the white cross street prison.
LJ002-0028|in order to realize the evils entailed by incarceration in newgate in these days, it is necessary to give some account of its interior
LJ002-0029|as it was occupied and appropriated in eighteen ten.
LJ002-0030|full details of the arrangements are to be found in mister neild's "state of prisons in england, scotland, and wales," published in eighteen twelve.
LJ002-0031|the jail at that date was divided into eight separate and more or less distinct departments, each of which had its own wards and yard.
LJ002-0032|these were: one. the male debtors' side.
LJ002-0033|two. the female debtors' side. three. the chapel yard. four. the middle yard.
LJ002-0034|five. the master felons' side. six. the female felons' side. seven. the state side.
LJ002-0035|eight. the press yard.
LJ002-0036|one. the male debtors' side consisted of a yard forty-nine feet by thirty-one,
LJ002-0037|leading to thirteen wards on various floors, and a day room.
LJ002-0038|of these wards, three were appropriated to the "cabin side," so called because
LJ002-0039|they each contained four small rooms or "cabins" seven feet square,
LJ002-0040|intended to accommodate a couple of prisoners apiece, but often much more crowded.
LJ002-0041|two other wards were appropriated to the master's side debtors; they were each twenty-three feet by fourteen and a half,
LJ002-0042|and supposed to accommodate twenty persons. the eight remaining wards were for the common side debtors,
LJ002-0043|long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,
LJ002-0044|the whole about fifteen feet wide.
LJ002-0045|the various wards were all about eleven feet in height,
LJ002-0046|and were occupied as a rule by ten to fifteen people when the prison was not crowded, but double the number was occasionally placed in them.
LJ002-0047|the day room was fitted with benches and settles after the manner of the tap in a public-house.
LJ002-0048|two. the female debtors' side consisted of a court-yard forty-nine by sixteen feet,
LJ002-0049|leading to two wards, one of which was thirty-six feet by fifteen,
LJ002-0050|and the other eighteen by fifteen; and they nominally held twenty-two persons.
LJ002-0051|a high wall fifteen feet in height divided the females' court-yard from the men's.
LJ002-0052|three. the chapel yard was about forty-three feet by twenty-five.
LJ002-0053|it had been for some time devoted principally to felons of the worst types,
LJ002-0054|those who were the oldest offenders, sentenced to transportation, and who had narrowly escaped the penalty of death.
LJ002-0055|this arrangement was, however, modified after eighteen eleven, and the chapel yard was allotted to misdemeanants and prisoners awaiting trial.
LJ002-0056|the wards in this part were five in number, all in dimensions twenty feet by fifteen, with a sixth ward fifteen feet square.
LJ002-0057|these wards were all fitted with barrack-beds, but no bedding was supplied.
LJ002-0058|the chapel yard led to the chapel, and on the staircase were two rooms frequently set apart for the king's witnesses,
LJ002-0059|those who had turned king's evidence, whose safety might have been imperiled had they been lodged with the men against whom they had informed.
LJ002-0060|but these king's witnesses were also put at times into the press yard among the capital convicts, seemingly a very dangerous proceeding,
LJ002-0061|or they lodged with the gatesmen, the prisoner officers who had charge of the inner gates.
LJ002-0062|the middle yard was at first given up to the least heinous offenders. after eighteen twelve it changed functions with the chapel yard.
LJ002-0063|it was fifty feet by twenty-five, and had five wards each thirty-eight by fifteen. at one end of the yard was an arcade,
LJ002-0064|directly under the chapel, in which there were three cells, used either for the confinement of disorderly and refractory prisoners,
LJ002-0065|or female convicts ordered for execution.
LJ002-0066|the master felons' side consisted of a yard the same size as the preceding, appropriated nominally to the most decent and better-behaved prisoners,
LJ002-0067|but really kept for the few who had funds sufficient to gain them admission to these more comfortable quarters.
LJ002-0068|here were also lodged the gatesmen, the prisoners who had charge of the inner gates, and who were entrusted with the duty of escorting visitors from the gates
LJ002-0069|to the various wards their friends occupied.
LJ002-0070|the state side was the part stolen from the female felons' side.
LJ002-0071|it was large and comparatively commodious, being maintained on a better footing than any other part of the prison.
LJ002-0072|the inmates were privileged, either by antecedents or the fortunate possession of sufficient funds to pay the charges of the place.
LJ002-0073|neild takes it for granted that the former rather than the latter prevailed in the selection,
LJ002-0074|and tells us that in the state side, quote, such prisoners were safely associated whose manners and conduct evince a more liberal style of education,
LJ002-0075|and who are therefore lodged apart from all other districts of the jail. end quote.
LJ002-0076|the state side contained twelve good-sized rooms,
LJ002-0077|from twenty-one by eighteen feet to fifteen feet square, which were furnished with bedsteads and bedding.
LJ002-0078|seven. the press yard was that part set aside for the condemned.
LJ002-0079|its name and its situation were the same as those of the old place of carrying out the terrible sentence inflicted on accused persons who stood mute.
LJ002-0080|the long narrow yard still remained as we saw it in jacobite times,
LJ002-0081|and beyond it was now a day room for the capital convicts or those awaiting execution.
LJ002-0082|beyond the press yard were three stories, condemned cells, fifteen in all, with vaulted ceilings nine feet high to the crown of the arch.
LJ002-0083|the ground floor cells were nine feet by six;
LJ002-0084|those on the first floor were rather larger on account of a set-off in the wall; and the uppermost were the largest, for the same reason.
LJ002-0085|security was provided for in these condemned cells by lining the substantial stone walls with planks studded with broad-headed nails;
LJ002-0086|they were lighted by a double-grated window two feet nine inches by fourteen inches; and in the doors, which were four inches thick,
LJ002-0087|a circular aperture had been let in to give ventilation and secure a free current of air.
LJ002-0088|in each cell there was a barrack bedstead on the floor without bedding.
LJ002-0089|eight. the female felons were deprived of part of the space which the architect had intended for them.
LJ002-0090|more than half their quadrangle had been partitioned off for another purpose,
LJ002-0091|and what remained was divided into a master's and a common side for female felons.
LJ002-0092|the two yards were adjoining, that for the common side much the largest.
LJ002-0093|there were nine wards in all on the female side, one of them in the attic,
LJ002-0094|with four casements and two fireplaces, being allotted for a female infirmary
LJ002-0095|and the rest being provided with barrack beds, and in dimensions varying from thirty feet by fifteen to fifteen feet by ten.
LJ002-0096|the eight courts above enumerated were well supplied with water;
LJ002-0097|they had dust-bins, sewers, and so forth, "properly disposed," and the city scavenger paid periodical visits to the prison.
LJ002-0098|the prisoners had few comforts, beyond the occasional use of a bath at some distance, situated in the press yard,
LJ002-0099|to which access was granted rarely and as a great favor. but they were allowed the luxury of drink -- if they could pay for it.
LJ002-0100|a recent reform had closed the tap kept by the jailer within the precincts, but
LJ002-0101|there was still a "convenient room" which served, and, quote,
LJ002-0102|near it a grating through which the debtors receive their beer from the neighboring public-houses.
LJ002-0103|the felons' side has a similar accommodation, and this mode of introducing the beverage is adopted because no publican as such
LJ002-0104|can be permitted to enter the interior of this prison. end quote. the tap-room and bar were just behind the felons' entrance lodge,
LJ002-0105|and beyond it was a room called the "wine room," because formerly used for the sale of wine, but
LJ002-0106|in which latterly a copper had been fixed for the cooking of provisions sent in by charitable persons.
LJ002-0107|quote, on the top of the jail, continues neild, are a watch-house and a sentry-box, where two or more guards, with dogs and firearms,
LJ002-0108|watch all night. adjoining the felons' side lodge is the keeper's office, where the prison books are kept, and his clerk,
LJ002-0109|called the clerk of the papers, attends daily. end quote.
LJ002-0110|having thus briefly described the plan and appropriation of the prison, i propose to deal now with the general condition of the inmates, and the manner of their life.
LJ002-0111|of these the debtors, male and female, formed a large proportion.
LJ002-0112|the frequency and extent of processes against debtors seventy or eighty years ago will appear almost incredible
LJ002-0113|in an age when insolvent acts and bankruptcy courts do so much to relieve the impecunious,
LJ002-0114|and imprisonment for debt has almost entirely disappeared.
LJ002-0116|the number of processes against debtors annually was extraordinary.
LJ002-0117|neild gives, on the authority of mister burchell, the under sheriff of middlesex,
LJ002-0118|a table showing the figures for the year ending michaelmas eighteen oh two.
LJ002-0119|in that period upwards of two hundred thousand writs
LJ002-0120|had been issued for the arrests of debtors in the kingdom, for sums varying from fourpence to five hundred pounds and upwards.
LJ002-0121|fifteen thousand of these were issued in middlesex alone, which at that time was reckoned as only a fifteenth of great britain.
LJ002-0122|the number of arrests actually made was one hundred fourteen thousand, three hundred for the kingdom, and seven thousand twenty for middlesex.
LJ002-0123|barely half of these gave bail bonds on arrests, and the remainder went to prison.
LJ002-0124|quite half of the foregoing writs and arrests applied to sums under thirty pounds.
LJ002-0125|neild also says that in seventeen ninety-three,
LJ002-0126|five thousand, seven hundred nineteen writs and executions for debts between ten pounds and twenty pounds were issued in middlesex,
LJ002-0127|and the aggregate amount of debts sued for was eighty-one thousand, seven hundred ninety-one pounds.
LJ002-0128|he also makes the curious calculation that the costs of these actions if undefended
LJ002-0129|would have amounted to sixty-eight thousand, seven hundred twenty-eight pounds, and if defended,
LJ002-0130|two hundred eighty-five thousand, nine hundred fifty pounds; in other words, that to recover eighty odd thousand pounds,
LJ002-0131|three times the amount would be expended.
LJ002-0132|an elaborate machinery planned for the protection of the trader, and altogether on his side, had long existed for the recovery of debts.
LJ002-0133|alfred the great established the court baron, the hundred court, and the county court, which among other matters entertained pleas for debt.
LJ002-0134|the county court was the sheriff's, who sat there surrounded by the bishop and the magnates of the county;
LJ002-0135|but as time passed, difficulties and delays in obtaining judgment led to the removal of causes to the great court of king's bench,
LJ002-0136|and the disuse of the inferior courts.
LJ002-0137|so much inconvenience ensued, that in fifteen eighteen the corporation obtained from parliament an act empowering two aldermen
LJ002-0138|and four common councilmen to hold courts of requests, or courts of conscience, to hear and determine all causes of debt
LJ002-0139|under forty shillings arising within the city.
LJ002-0140|these courts were extended two centuries later to several large provincial towns, and all were in full activity when neild wrote,
LJ002-0141|and indeed supplied the bulk of the poor debtors committed to prison.
LJ002-0142|these courts were open to many and grave objections.
LJ002-0143|the commissioners who presided were, quote, little otherwise than self-elected
LJ002-0144|and when once appointed continued to serve sine die; they were generally near in rank to the parties whose causes they decided.
LJ002-0145|often a commissioner had to leave the bench because he was himself a party to the suit that was sub judice.
LJ002-0146|the activity as well as the futility of these courts may be estimated from the statement given by neild
LJ002-0147|that thirteen hundred and twelve debtors were committed by them to newgate between seventeen ninety-seven and eighteen oh eight,
LJ002-0148|and that no more than one hundred ninety-seven creditors recovered debts and costs.
LJ002-0149|the latter indeed hung like millstones round the neck of the unhappy insolvent wretches who found themselves in limbo.
LJ002-0150|costs were the gallons of sack to the pennyworth of debt.
LJ002-0151|neild found at his visit to newgate in eighteen ten,
LJ002-0152|fourteen men and women who had lain there ten, eleven, and thirteen years for debts of a few shillings,
LJ002-0153|weighted by treble the amount of costs.
LJ002-0154|thus, amongst others, thomas blackburn had been committed on october fifteenth for a debt of one shilling five pence.
LJ002-0155|for which the costs were six shillings ten pence.
LJ002-0156|thomas dobson, on twenty-second august, seventeen ninety-nine, for one shilling, with costs of eight shillings, ten pence.
LJ002-0157|and susannah evans, in october the same year, for two shillings, with costs of six shillings, eight pence.
LJ002-0158|other cases are recorded elsewhere, as at the giltspur street compter, where in eighteen oh five mister neild found a man named william grant
LJ002-0159|detained for one shilling nine pence, with costs of five shillings.
LJ002-0160|and john lancaster for one shilling, eight pence, with costs of seven shillings, six pence. quote.
LJ002-0161|these surely, i thought," says mister neild, "were bad enough! but it was not so. end quote.
LJ002-0162|he recites another most outrageous and extraordinary case, in which one john bird,
LJ002-0163|a market porter, was arrested and committed at the suit of a publican
LJ002-0164|for the paltry sum of four pence, with costs of seven shillings, six pence.
LJ002-0165|bird was, however, discharged within three days by a subscription raised among his fellow-prisoners.
LJ002-0166|mister buxton, in his "inquiry into the system of prison discipline,"
LJ002-0167|quotes a case which came within his own knowledge of a boy sent to prison for non-payment of one penny.
LJ002-0168|the lad in question was found in coldbath fields prison, to which he had been sent for a month in default of paying a fine of forty shillings.
LJ002-0169|he had been in the employ of a corn-chandler at islington, and went into london with his master's cart and horse.
LJ002-0170|there was in the city road a temporary bar, with a collector of tolls who was sometimes on the spot and sometimes not.
LJ002-0171|the boy declared he saw no one, and accordingly passed through without paying the toll of a penny.
LJ002-0172|for this he was summoned before a magistrate, and sentenced as already stated.
LJ002-0173|the lad was proved to be of good character and the son of respectable parents.
LJ002-0174|mister buxton's friends at once paid the forty shillings, and the boy was released.
LJ002-0175|the costs in heavier debts always doubled the sum; if the arrest was made in the country it trebled it.
LJ002-0176|neild gives a list of the various items charged upon a debt of ten pounds, which included instructions to sue,
LJ002-0177|affidavit of debt, drawing praecipe (one pound, five shillings), capias, fee to officer on arrest,
